timestamp,temperature_c,humidity_percent,wind_speed_kmh,cloud_cover_percent,power_output_kw
2025-05-01 00:00:00,17.296073817894513,80.0473721386494,14.865211634461154,83.04849436322091,0.0
2025-05-01 01:00:00,13.25522976683679,78.16004690830684,1.729049207139894,68.13766600463637,0.0
2025-05-01 02:00:00,14.43010216480779,88.36798093252888,5.094845917110811,60.541197121806675,0.0
2025-05-01 03:00:00,11.95532000561859,69.005817675325,9.538768793720754,81.7978499662204,0.0
2025-05-01 04:00:00,17.70701774850485,81.8931976778627,7.070706193147879,49.024666126204394,0.0
2025-05-01 05:00:00,19.436365878102386,73.52458430309109,2.8187050997932466,93.37619195019971,0.0
2025-05-01 06:00:00,19.916115368242707,69.00823598299164,12.774747172707857,45.42788140063097,0.0
2025-05-01 07:00:00,22.653553714502834,62.751227497992,3.4254065720122293,37.46826482381424,89.86202105627783
2025-05-01 08:00:00,24.827587041882154,56.41291057769189,6.994428575730899,27.03933837253808,201.89023608212523
2025-05-01 09:00:00,25.047986143689506,55.59748087419725,12.881726031228311,25.834829994251642,271.3930223156952
2025-05-01 10:00:00,28.484055021949313,55.2585493902131,8.591862527720025,58.364079256047106,220.11011183065008
2025-05-01 11:00:00,31.49898526811961,46.73754976821243,0.8790280442649051,37.63789554055369,321.04303514917194
2025-05-01 12:00:00,35.16181748360324,43.03841413679513,14.771410294514157,98.08674715698736,107.63327870183105
2025-05-01 13:00:00,34.54394712183513,47.7664615926866,7.390077319629212,48.189059022053215,282.72387266199473
2025-05-01 14:00:00,37.37669439559065,34.94617337287628,6.022272753596283,69.64714372739023,180.11549837505703
2025-05-01 15:00:00,37.73584714274787,38.516707964245235,10.302870318517522,28.899606015833633,254.32273421037334
2025-05-01 16:00:00,35.52727260341589,34.8291170146935,13.584565172466876,87.49847956968321,74.59385800550267
2025-05-01 17:00:00,35.636688946403886,49.0041013399539,13.582872787415962,46.637513949976636,70.2748294609968
2025-05-01 18:00:00,29.983273652883398,55.232852319201434,13.262167277321431,3.992697549503088,4.374365423017362
2025-05-01 19:00:00,26.30869077604071,58.27610049541725,7.311284936996605,83.05220446740854,0.0
2025-05-01 20:00:00,25.16900255988415,65.59875590833717,14.012236343314912,63.940954743537134,0.0
2025-05-01 21:00:00,19.410535489718033,61.50565102952285,12.168640261829692,82.1268061691668,0.0
2025-05-01 22:00:00,20.28396951789659,65.13675974110404,12.773084656303142,22.424071640025687,0.0
2025-05-01 23:00:00,19.83061629792617,76.30855163523134,9.757196988734277,97.92021077031008,0.0
2025-05-02 00:00:00,14.826805654589778,72.814017776654,10.325918316956399,1.3286228139093303,0.0
2025-05-02 01:00:00,14.93439258170688,79.79998027177065,11.117734184337682,16.348463439672035,0.0
2025-05-02 02:00:00,12.821099504754116,84.80230540972397,13.813607809633531,11.875244698568055,0.0
2025-05-02 03:00:00,13.513170207410692,75.52911013030422,12.823927827971154,73.84752734895893,0.0
2025-05-02 04:00:00,15.084514186443986,71.41060759765651,6.267211939758975,71.55085064881064,0.0
2025-05-02 05:00:00,11.974821162916369,71.6057069594705,5.244736262314041,23.67491197587054,0.0
